"id_Pregunta","Titulo","Cuerpo","Categoria","Clase","Seguidores","Respuestas","Idioma"
"20151111162951AAlNAse","¿Donde comprar un estuche de madera?","Para Lapices <br/> <br/>  <br/> <br/> de unos 20 x 30 centimetros ","Other - Home &amp; Garden, Home &amp; Garden, Decorating &amp; Remodeling","RAFAGA","0","4","ESP"
"20151112120605AAJQoJU","Why do people cling to fables* that ""There is no God"", or ""Religion causes war"", while lashing out negatively at those who disagree?","There is no evidence to back up the fable* that there is no God, because people have been reporting finding God for generations. On top of this we have history full of positive changes those people have made when they put their faith in God. Many of their changes bringing positive change for many more around the world. <br/> <br/>  <br/> <br/> There is no evidence for the fable* that religion is causes war either. According to Philip and Axelrod’s three-volume Encyclopedia of Wars, which chronicles some 1,763 wars that have been waged over the course of human history. Of those wars, the authors categorize 123 as being religious in nature. Clearly there were over 1500 wars that were not caused by religion. <br/> <br/>  <br/> <br/> So why do people cling to these fables*, lashing out negatively at those who disagree, when clearly they are just fables*? <br/> <br/>  <br/> <br/> *Fable used in this question is definition 2 of fable: A story not founded on fact. This was added with an asterisk to remind people who have a selective understanding of what context fable is being used in. This is to help them to be sure that they observe the proper definition as used in the question. FYI: The definition of fable outlined above can be viewed here: <br/> <br/> http://dictionary.reference.com/browse/Fable ","Independence Day, Holidays, Society &amp; Culture","PERMANENTER","0","8","ENG"
"20151112192423AADIBrZ","¿Preguntas para chismografo erotico les gustaria participar?","Dejen sus preguntas  <br/> <br/>  <br/> <br/> Como por ejemplo <br/> <br/>  <br/> <br/> ¿Te gusta que te cojan de perrito? ","Galway, Dining Out, India","OTROS","0","5","ESP"
"20151114192612AATZqPy","¿Quisiera Adoptar una niña que necesite una Familia .?","<br/> ","Pregnancy &amp; Parenting","PERMANENTER","0","4","ESP"
"20151116103306AA1cBq3","¿Que es culiao?","esque estaba jugando operation 7 y habia una mujer que hacia sino decime culiao que yo era un culiao ","Words &amp; Wordplay, Education &amp; Reference","OTROS","0","10","ESP"
"20151117090122AAaxvWH","¿Donde puedo comprar uranio enriquezido U-235?","No es para hacer armas militares, es para un experimento de classe. Si alguien me facilita un link o una direccion, una empresa que suministre estaria genial. Y si alguien pudiera compartir sus conocimientos sobre armamentistica nuclear no me vendria mal. ","Other - Science, Science &amp; Mathematics, Alternative","OTROS","0","5","ESP"
"20151117144458AAzi11m","¿Que sientes cuando dicen: GOOOOOOOOOOOOOLLLLLLL de México!!! (almirante cara de perro)?","<br/> ","Pregnancy &amp; Parenting","OTROS","1","11","ESP"
"20151117152959AAKQXkg","What are good paying female jobs in LA?","<br/> ","Environment, Green Living","PERMANENTER","0","8","ENG"
"20151117190506AArrwWZ","¿En que puesto puedo optar?","Saludos amigos yahoo answers,me gustaría saber en que puesto de trabajo podria optar,apenas tengo 18 años recien cumplido,se hablar ingles intermedio me gradue de ingles,y estoy haciendo cursos tecnicos tengo diploma de participacion en mecanica auxiliar y mecanica de chasis,aun sigo estudiando mecanica me falta mucho aun,tengo gran conocimiento en informatica, y telefonos celulares! Es el primer empleo y me gustaria saber en que puesto podria optar,gracias ante mano y Dios le colme de bendiciones!Rd! ","Business &amp; Finance, Insurance","PERMANENTER","0","6","ESP"
"20151118041016AAmXj0w","¿NOTICIA. tercera guerra mundial?","he visto en una pagina web, se llama redtube pero hay muchas mas paginas similares con las mismas noticias, dicen que ya ha empezado hace años la tercera guerra mundial y que durara hasta que no quede nadie en la tierra vivo. que opinais respeto a esta muy fresca noticia?</span> <br/>     <span itemprop=""text"" class=""ya-q-text"">porfavor, escribidme como si fuera muy listo lo que acabo de escribir ","News &amp; Events, Current Events","RAFAGA","0","11","ESP"
"20151118070730AAa8gyn","¿Cuando fue la última vez que dijiste,no eres Tu soy Yo?","<br/> ","Arts &amp; Humanities, Poetry","OTROS","0","11","ESP"
"20151118123053AAoqBkJ","¿Porque se riega el antocongelante de mi coche? Ford escort 97 automatico?","Se empezó a calentar al punto de hervir en el depósito y de un momento a otro tiro todo el anticongelante. Después se le cambio la bomba de agua ,la banda de tiempo y el tensor. Duró unos días bien sin calentarse. Poco después vi que votó algo de anticongelante en el cofre y se encendió el check coolant en el tablero. Y después de un día de recorrer la ciudad tiro todo el anticongelante. Ya cheque el ventilador y este se enciende cuando ya alcanza la temperatura.  No tiene el termostato es un Ford escort 97 automático. Gracias por sus respuestas ","Cars &amp; Transportation, Car Makes, Mercedes-Benz","PERMANENTER","0","5","ESP"
"20151119124627AAW46cS","¿Como puedo pegar más fuerte en el box?","<br/> ","Boxing, Sports","PERMANENTER","0","5","ESP"
"20151120132622AA0uW0L","¿Cual es el whisky mas rico de los de Johnnie Walker?","<br/> ","Beer, Wine &amp; Spirits, Food &amp; Drink","PERMANENTER","0","5","ESP"
"20151121083049AAHUe9y","Simple problem perplexes, coin flip!?","So suppouse you flip a coin and youre betting one dollar for flip. Now instead of just betting per flip suppouse you stop the betting after one win or lose five. As in LLLLL or LWLWLLLLL. How do calculate the possibility of winning or losing? I got a 2/3 win to 1/24 lose ratio. But that doesn't make any sense because the posssibility should equal 1 together but when I start adding the possibilities that is the fractions I got. Heres how I did my math. For winning I added 0.5+0.5^3+0.5^5+0.5^7+0.5^9... For losing I added 0.5^5+0.5^7+0.5^9... ","Games &amp; Recreation","RAFAGA","0","5","ENG"
"20151122135525AAJmG8R","I can't change my Yahoo! profile picture. Is this a known bug?","I can open up the Account Preferences page, but I can't change my profile picture at all. Is this a known bug?</span> <br/>     <span itemprop=""text"" class=""ya-q-text"">Solved.</span> <br/>     <span itemprop=""text"" class=""ya-q-text"">i'd like to point out that i didn't want to award a best answer but with the removal of the no best answer option when they updated the site to this modern look i had to ","Yahoo Products, Yahoo Groups","PERMANENTER","0","5","ENG"
"20151122224913AAiJ8Qw","How to skip swimming in PE?","I m not going to Highschool yet, but next year I am. We have to swim for PE unless you do some sport. I m chubby, and I have a bad tan line. How do I skip swimming in PE? You have to have at least 10 weeks of swimming for a PE test to pass. I m so scared! ","Sports","PERMANENTER","0","4","ENG"
"20151123204802AAUBBLW","¿Como se llama este dupce mexicano?","Es un dulce que parese un desodorande de Avon. Tiene una ruexita arriva donde sale el dulce cuando lo pasas por tu lengua? ","Other - Food &amp; Drink, Food &amp; Drink","PERMANENTER","0","16","ESP"
"20151124053919AA9JE7q","¿Que o porque crees que macri debería viajar a cordoba a dar una conferencia y agradecerle a todos su apoyo?","<br/> ","Cars &amp; Transportation, Car Makes, Mercedes-Benz","RAFAGA","0","4","ESP"
"20151124061113AAIkX3J","96 European and 4 percent north Africa both my parents people came from Plymouth England so how do I have North African?","<br/>     <span itemprop=""text"" class=""ya-q-text"">ancestry thoughts on were if I do have northern African may have come from Barbary pirates are just there opinion and nothing else .I will go to Plymouth and try find out about the history and if it are any areas were ever hit by Barbary pirates are if that history was buried. ","Social Science","PERMANENTER","0","4","ENG"
"20151124090655AAyNb6Z","¿Si ya me hechado gotas y sigo sordo. que otros metodos hay para quitar la cerilla?","ya he usado gotas para destapar los oidos  y ya llevo seis dias y nada, no se destapan los oidos, que hago? ","Health, Diseases &amp; Conditions","PERMANENTER","0","7","ESP"
"20151124202151AAfbu4m","Is there an app where I could play music without WIFI?","<br/> ","Computers &amp; Internet, Internet, YouTube","PERMANENTER","0","7","ENG"
"20151125094057AAEMmSn","¿Seguira la madicion del super lider pobres gatos despues de andar presumiendo su liderato quedaran fuera de que les habra servido jajaja?","<br/> ","Football (Soccer), Other - Soccer, Sports","OTROS","0","8","ESP"
"20151125095459AACxqgp","¿Que diagnostico tengo según mis síntomas (favor de leer detalles)?","Soy hombre y tengo 14 años según el doctor dice que tengo gastroenteritis  últimamente me he sentido con ganas de vomitar, dolor de cabeza y estomago, siento que tiembla mi cuerpo, me siento un poco mareado hoy falte a la escuela de nuevo, estoy enfermo desde el lunes, pregunto esto por que siento que el doctor se equivoca ","Other - Diseases, Health, Diseases &amp; Conditions","PERMANENTER","0","5","ESP"
"20151125132204AAQRHPb","¿Cual es la diferencia de temblor y sismo?","<br/> ","Social Science","PERMANENTER","1","7","ESP"
"20151125190112AAFzrED","Do liberal category changers wish they could get their sex changed?","as easy as they can change categories of post they can't handle? ","Brazil, Dining Out, India","DRIFT","0","7","ENG"
"20151125193048AAllhns","How long does it take to be good at working in KFC?","I just started to work at KFC for 4 days and I struggle a little for entering the order at the cash register, everything else is okay. I want to become an expert at working in KFC so usually for normal people on average, how long does it take to be good at working in KFC? ","Fast Food, Dining Out, India","PERMANENTER","0","12","ENG"
"20151125195636AA1BdgY","¿No me odies por querer divertirme?","<br/>     <span itemprop=""text"" class=""ya-q-text"">No seas aburrido Don troll ","Computers &amp; Internet, Internet, YouTube","OTROS","0","4","ESP"
"20151126083702AAmqSPH","¿Qué opinas de las religiones y que opinas de Dios?","<br/>     <span itemprop=""text"" class=""ya-q-text"">Creer en Dios es moralmente bueno y las religones son muy importantes y deben ser respetadas y protegidas. <br/>&#13; <br/> La religión hace queno vivimos en un mundo liviano y trivial. ","Other - Society &amp; Culture, Society &amp; Culture","RAFAGA","1","16","ESP"
"20151126113724AAR00E7","¿Alguien Sabe como darle un purgante a un perro?","Mi perro es un pitbull que le recetaron un purgante que viene en una jeringa, tiene 1 año y medio, antes  cuando era cachorro yo se lo daba a la fuerza pero ya es muy grande y no se deja... He intentado camuflarselo en galletas, caramelos pero el no le gusta. Apenas lo huele y se va, ¡ Ayuda! Enserio necesita que lo purguen alguien ayudeme! Doy 5 estrellas ","Dogs, Pets","PERMANENTER","0","8","ESP"
"20151126210337AA40IUz","Is it legal for me (18) to fool around with a 16 year old girl in New York?","<br/> ","United States, Las Vegas, Travel, Canada","PERMANENTER","0","4","ENG"
"20151126232657AApZQXe","¿Por que ya nadie puede vivir sin el teléfono o sin él Internet?","<br/> ","Other - Electronics, Consumer Electronics","M-RAFAGA","1","30","ESP"
"20151127062115AARKEYM","Can you get a job as a teacher at a charter school with an associate degree?","<br/> ","Teaching, Education &amp; Reference","PERMANENTER","0","5","ENG"
"20151127114801AAgKUBd","I think I just got scammed? Where do I report it?","I ordered a jacket (£60) from all price info. They emailed me telling me that they would send me a tracking number within 24 hrs. It's been 2 days and I havnt received anything. I emailed them telling them that I wanted to cancel and have not received a response. On my bank statement their called ""banana store"".  <br/> <br/>  <br/> <br/> Anyway, where should I go to get a refund? Thanks ","Business &amp; Finance, Insurance","PERMANENTER","0","5","ENG"
"20151127152042AAsvOig","My item shipped on Tuesday November 24. Do you think the package will come tommorow Saturday november 27? How long does ups ground deliver?","<br/> ","Business &amp; Finance, Insurance","PERMANENTER","0","6","ENG"
"20151127184131AAWP9kt","Why do people say marilyn monroe was miserable when she was beautiful and famous?","<br/> ","Entertainment &amp; Music","M-RAFAGA","0","8","ENG"
"20151127185502AAzQfPw","Who is in charge?","<br/> ","Astronomy &amp; Space, Science &amp; Mathematics, Alternative","OTROS","0","14","ENG"
"20151128041416AAMHeIq","New cars that aren't necessarily new??? (dealerships) (salesman)?","Hi there just have a few questions for anybody that works in a dealership salesman preferably. 1.How cheap can a person get a brand new car (2015) if the new 2016s are out? Checked out the prices online for the 2016s and it is the same price as the 2015s that are in stock at the dealership.  <br/> <br/>  <br/> <br/> 2. If they have a car that is online with the msrp of $600 when in reality I know its not, probably a mistake, do they have to honor that price? <br/> <br/>  <br/> <br/> Any info will help, I have no clue whats a good price, never bought a brand new car. Thanks! <br/> <br/> (If more info is needed, I am looking at 2015 Toyota tundras double cab) ","Cars &amp; Transportation, Car Makes, Mercedes-Benz","PERMANENTER","0","5","ENG"
"20151128074210AACh120","Lawn equipment: Is there a difference between equipment dealer quality and big box stores quality?","<br/> ","Home &amp; Garden, Decorating &amp; Remodeling","PERMANENTER","0","6","ENG"
"20151128135657AA98AOr","¿Qué es la materia oscura?","<br/> ","Primary &amp; Secondary Education, Education &amp; Reference","RAFAGA","0","4","ESP"
"20151128171001AAtl5tN","Do you think this bikini is appropriate for a younger girl?","I m a bit shocked. I m currently on vacation in The Cayman Islands and I saw a couple of girls at the beach today (no older than 14 or 15) wearing bikinis much like in the link. I don t know if they were American or European, but I felt somewhat uneasy about girls that age wearing something with so little back coverage, especially when they re bodyboarding and doing things that inadvertently put their butts on display to just everyone (including older men). Do you think parents should step in here? <br/> <br/>  <br/> <br/> http://postimg.org/image/ong796n2l/ ","Fashion &amp; Accessories, Beauty &amp; Style, Tattoos, Skin &amp; Body","PERIODICA","2","26","ENG"
"20151129114538AAXxNq8","¿Cuántas fuentes se necesitan para publicar una información comprometida?","<br/> ","News &amp; Events, Current Events","PERMANENTER","0","4","ESP"
"20151129184017AAVQsMI","¿Soy gay y mi amor platónico es brad Pitt?","<br/>     <span itemprop=""text"" class=""ya-q-text"">O tom cruise :( ","Lesbian, Gay, Bisexual, and Transgendered, Cultures &amp; Groups, Society &amp; Culture","OTROS","0","12","ESP"
"20151130154312AA2YDd6","¿Como puedo sacar mi permiso de conducir (mexico)!!?","quiero sacar un permiso de conducir tengo 16 años  <br/> <br/> que es lo que necesito?? ","Cars &amp; Transportation, Car Makes, Mercedes-Benz","PERMANENTER","0","8","ESP"
"20151130230224AAIpi1d","¿Te gustaría Felipe Calde-Rón como Primera Dama?","<br/> ","Politics &amp; Government, Military","OTROS","2","17","ESP"
"20151201132914AAXT6iq","Do I look like I have Native American ancestry?","I'm Of mixed Jamaican and German Ancestry but I was told I have Native American down in my blood line somewhere but it's unclear . But judging by you do I look like I could have any features of native ancestry ? Thanks ","Genealogy, Arts &amp; Humanities, Poetry","PERMANENTER","1","7","ENG"
"20151201150913AAtLXGJ","¿Si tuvieras que elegir un\a novio\a ¿Lo elegirías por la belleza o por los sentimientos ?:)?","Yo por sus sentimientos :D ","Pregnancy &amp; Parenting","PERMANENTER","0","17","ESP"
"20151202140324AAPW7nX","¿Saben de alguna pagina en internet que funcione para conseguir trabajo en México?","<br/> ","Business &amp; Finance, Insurance","PERMANENTER","0","6","ESP"
"20151203122906AAfcg7M","¿Si te dieran a elegir un Iphone 6s o Sony Xperia Z6 que elegirias ?","<br/> ","Other - Electronics, Consumer Electronics","RAFAGA","0","27","ESP"
"20151204113241AAVWtYG","¿Qué opinas de que hoy en la noche me pondré muy borracho y drogado?","<br/> ","Other - Diseases, Health, Diseases &amp; Conditions","OTROS","0","10","ESP"
"20151204154623AAM8X3Z","¿Como se escribe en inglés devórame?","<br/> ","Genealogy, Arts &amp; Humanities, Poetry","OTROS","0","6","ESP"
"20151204173823AAs5VjX","¿Solo por curiocidad?","creen que es normal que los niños juegen a cosas sexuales entre ellos a la edad menores de 10 ","Preschool, Education &amp; Reference","PERMANENTER","0","9","ESP"
"20151204174823AAnzeG7","¿Crees que el mundo seria mejor si solo existiera una sola raza?","la blanca claro ","Other - Education, Education &amp; Reference","OTROS","0","12","ESP"
"20151205095317AAmDEHq","Why only the poorly educated support and will vote for Trump?","<br/> ","Politics &amp; Government, Military","RAFAGA","0","22","ENG"
"20151205130441AAbAWnz","¿Quiero comprarme una moto....?","Tendo dos marcas en especial, la yamaha fz16 y la pulsar 200, en la actualidad cuál de las dos es mejor, en velocidad, en durabilidad , en comodidad, en encontrar los repuestos, etc etc..... ","Cars &amp; Transportation, Car Makes, Mercedes-Benz","PERMANENTER","1","6","ESP"
"20151206034211AAEFN2M","¿Se pueden mezclar tejidos y colores lavando con agua fría, solamente introduciendo una toallita ""atrapa color?","<br/> ","Home &amp; Garden, Decorating &amp; Remodeling","PERMANENTER","0","6","ESP"
"20151206193341AAjJTQi","Which show is funnier: 1) Modern Family? 2) The Middle? 3) Raising Hope?","<br/> ","Comedy, Entertainment &amp; Music","DRIFT","0","7","ENG"
"20151207113210AAEBTir","Why do Hindu wear hideous red dot on their forehead?","<br/> ","Diwali, Holidays, Society &amp; Culture","PERMANENTER","0","13","ENG"
"20151207125549AABYRpq","¿A quien le haces el sexo anal, a tu abuelo o a tu perro?","<br/> ","News &amp; Events, Current Events","OTROS","0","9","ESP"
"20151207132259AAGpPEN","How do I wash my cat?","We took in a homeless and starving cat. She received all her shots from the vet and everything. We've had her for about almost three weeks and she trusts us, but she won't let herself get washed. Her previous owner probably never showered her since she starts scratching everything around her when we try to put her in water or wet a small part of her body. Any suggestions? ","Cats, Pets","PERMANENTER","1","13","ENG"
"20151207155808AARTxPc","Why is everyone mourning Scott Weiland but when Whitney Houston died everyone mocked her?","WOW, that's a a lot of answers...I will award the best answer tomorrow <br/> <br/>  <br/> <br/> to those talking about race....i never brought up the topic of race in my question. you could say that race is why people mocked her...but you can't say that it is about race to me. In fact I think race plays little part in this question if we're talking about the media. Oh yes...the media...where in my question did I specifically mention the media? I talked about forum posts, and even people in public...</span> <br/>     <span itemprop=""text"" class=""ya-q-text"">and by news articles i mean comment sections...sorry i didn't specify....i don't have evidence...because i simply don't have time to find archives of posts from a few years back......to clarify my views on ""race"" i remember a conversation i had with an idiot that insulted whitney for being an...</span> <br/>     <a class=""ya-q-show-more Clr-b Cur-p"" href=""#""> show more </a> <br/>     <span class=""D-n ya-q-full-text Ol-n"" tabindex=""-1""> and by news articles i mean comment sections...sorry i didn't specify....i don't have evidence...because i simply don't have time to find archives of posts from a few years back......to clarify my views on ""race"" i remember a conversation i had with an idiot that insulted whitney for being an addict but continuously praised Hendrix....are they any different other than their musical talent? you answer that question....so the only ""race baiters"" are those that bring up race....im done</span> <br/>     <span itemprop=""text"" class=""ya-q-text"">To the best answer: <br/> I totally agree with you. Especially the tabloids are filled with the pop artists doing crazy antics. Pop artists always need to stay in the spotlight to sell, even if they're talented. It comes with the whole package. Rock musicians only need the talent and their fans will come for them. It...</span> <br/>     <a class=""ya-q-show-more Clr-b Cur-p"" href=""#""> show more </a> <br/>     <span class=""D-n ya-q-full-text Ol-n"" tabindex=""-1""> To the best answer: <br/> <br/> I totally agree with you. Especially the tabloids are filled with the pop artists doing crazy antics. Pop artists always need to stay in the spotlight to sell, even if they're talented. It comes with the whole package. Rock musicians only need the talent and their fans will come for them. It makes sense for people to have an easier time mocking Whitney and she wasn't very vocal about her struggles either. Well I just hope that Whitney and Scott rest in peace. ","Music, Singing, Entertainment &amp; Music","RAFAGA","6","88","ENG"
"20151207163126AAB26HM","¿Ariana Grande ya vino a Mexico?","<br/> ","News &amp; Events, Current Events","RAFAGA","0","5","ESP"
"20151207205155AAjWQe7","Should I go to the emergency room?","So, at like 4:40 5ish this evening i started getting pain in my lower right abdominal like sharp. It hurts to walk. I cant keep a position where it doesn't hurt. I feel nauseous, Im not hungry nothing sounds good, and I have diarrhea ","General Health Care, Health, Diseases &amp; Conditions","PERMANENTER","0","6","ENG"
"20151208060458AA9JIvQ","My boyfriend hates that I love Justin Bieber?","I'm 17 and my boyfriend is the same age. I've loved Justin ever since I was 11. I've seen him live 16 times and met him twice. I've been dating my boyfriend for 5 months and he loves Lady Gaga as much as I love Justin - he's loved her since he was 11 as well. But for the past few weeks, he's shown signs that he hates my love of Justin. Yesterday he said that Justin is an ""untalented, arrogant and overrated scumbag who constantly abuses his fame"". He hates it when someone says Justin's name. Whenever someone does he goes into a rage and tells them to shut the f**k up (and this includes me). When he said that he hated Justin yesterday, I said ""I don't luke Lady Gaga but you don't see me reacting like you do"". When I said that, he kicked me out of the house and refused to speak to me the rest of the day. <br/> <br/>  <br/> <br/> What should I do? Why does he hate that I love Justin? ","Singles &amp; Dating, Family &amp; Relationships","DRIFT","0","8","ENG"
"20151208092048AA4pMby","Xbox one or Playstion 4?","<br/> ","Xbox, Games &amp; Gear, Consumer Electronics","DRIFT","0","5","ENG"
"20151208120550AAuIrnp","What is the difference between low class society, middle class society and high class society?","<br/> ","Sociology, Social Science","PERMANENTER","0","6","ENG"
"20151208195200AApHQs4","If someone has any experience with universities in Scotland please recommend something cause I really need some help. Thanks :)?","<br/> ","Studying Abroad, Education &amp; Reference","PERMANENTER","0","4","ENG"
"20151209145812AA7Sb1R","What are some good rap songs for old people?","So my grandma is having a party for her 90'th birthday and her old friends will be there. I am in charge of the music, and I am trying to find some good rap songs for older people. So far, I am considering ""Get Your Roll On"" by Big Tymers. ","Music, Singing, Entertainment &amp; Music","OTROS","0","21","ENG"
"20151209150548AA3DNCk","Stocking stuffer ideas for two 1/2 year old girl.?","**No makeup, legos, puzzles, or small toys because she'll either make a mess with them, or harm herself.**  <br/> <br/>  <br/> <br/> My chunky monkey is a girly girl to extreme, so I'm sure yall can think of something. ; ) <br/> <br/>  <br/> <br/> *no candy or any sweets because she'll get a sugar crash* ","Pregnancy &amp; Parenting","OTROS","0","8","ENG"
"20151210044012AAa2gvl","Should Michel Abalogaoe (Lee Rigby's Killer) be able to claim damages for the 5 Teeth that were knocked out?","He is serving a whole life term in prison for Murder - ie he will NEVER be allowed out. ","News &amp; Events, Current Events","RAFAGA","0","16","ENG"
"20151210064334AAnESju","Where can I find a 2010 Ford Focus for sale in Arizona?","<br/> ","Cars &amp; Transportation, Car Makes, Mercedes-Benz","PERMANENTER","0","6","ENG"
"20151210100115AAlmjQt","¿Hola, creen q el Mundo va a cambiar? Para bien o para mal?","<br/> ","Environment, Green Living","RAFAGA","0","16","ESP"
"20151210101822AAl1k2E","¿Como se puede quedar una patata embarazada?","Esque el otro dia hice cosas patatudas y tengo miedo de dejar ah aquella patata tan bonita embarazada ","Games &amp; Recreation","OTROS","0","4","ESP"
"20151210171434AAr9nZf","¿Le das like a tu respuesta?","Holi</span> <br/>     <span itemprop=""text"" class=""ya-q-text"">Responde, sé que estás leyendo -.- ","Yahoo Products, Yahoo Groups","OTROS","0","7","ESP"
"20151210185209AAOe6sE","¿Puede Macri (o cualquier otro presidente con buen gobierno) transformar un país como Argentina en desarrollado en 4 años?","si que Macri Tiene un excelente gobierno puede transformar un país subdesarrollado en uno desarrollado en 4 años <br/> <br/> o cualquier persona presidente que tenga un excelente gobierno sin importar el país que sea? ","Politics &amp; Government, Military","RAFAGA","0","4","ESP"
"20151210203740AArq3wS","I'm going to burn a Quaran Koran soon!?","<br/> ","Politics &amp; Government, Military","OTROS","0","6","ENG"
"20151211114216AAQUhQ4","¿Hola quisiera saber por que a veces los altavoces de mi celular a veces se escuchan a un nivel bajo y en ocasiones se escuchan bien Gracias?","<br/> ","Cell Phones &amp; Plans, Consumer Electronics","PERMANENTER","0","4","ESP"
"20151211120815AAYZaOx","¿Mi mujer esta embarazada... si le hago traga el semen a ella.. le puede afecta a mi futura hija tambien mi semen ?","<br/>     <span itemprop=""text"" class=""ya-q-text"">no estoy preguntando que la voy a embaraza a mi hija.. lo que pregunto es que si le puede hacer algo el semen ya que la madre pasa los nutrientes a el bebe y por ahí iria mi semen o eso creo XD ","Dogs, Pets","OTROS","0","14","ESP"
"20151211202549AAUkRFq","Why do some people say ""14 is a mature age"" when most at 14 look young?","<br/> ","Social Science","PERMANENTER","0","6","ENG"
"20151212063219AAiYqIj","¿Como poner un documentos en java netbeans?","Necesito poner documentos de word, excel y de cualquiera en un jframe que este cuando se meta el documento se pueda mantener ahi y si uno quiere abrir este documento solo con darle doble click ya salga si es dw word lo de word y otra duda es como importar tres o mas tablas  a la vez a un archivo de excel  <br/> <br/> Se los agradeceria si me pudieran ayudar con esto ","Computers &amp; Internet, Internet, YouTube","PERMANENTER","0","4","ESP"
"20151212150905AAwN8CQ","Does God Approve of All Religions?","“GO IN through the narrow gate,” Jesus said, “because broad and spacious is the road leading off into destruction, and many are the ones going in through it; whereas narrow is the gate and cramped the road leading off into life, and few are the ones finding it.” (Matthew 7:13, 14) ","Brazil, Dining Out, India","PERMANENTER","0","7","ENG"
"20151213115725AAze4r3","Is drawing a skill or talent?","if not then i dont have any talent at all, because thats the only talent i have ,if its a talent. ","Arts &amp; Humanities, Poetry","OTROS","0","8","ENG"
"20151214180320AA2utem","¿Si compro un mercury cougar 68 me durará muchos años?","<br/> ","Cars &amp; Transportation, Car Makes, Mercedes-Benz","OTROS","0","17","ESP"
"20151214205354AA3cS6s","¿U.u me arruiné el rostro?","Una vez entré aquí, recuerden que les dije que mi novio me insultaba y me decía fea, lo dejé. Pero las secuelas de su palabra dejaron marca. <br/> <br/>  <br/> <br/> Fui al dermátologo y me compraron muchas cremitas, asi por fin mi cara estuvo tersa. Pero ahora tengo una amiga que me dijo que me iba a poner divina para un chico que me gustaba. Pasaron los meses y ahora soy su novia, en un comentario me dijo que era fea y granuda, entonces me puse un onton de cremas otra vez cicatricure, me puse cremas exfoliantes, para hidratar la piel, hasta me puse 7 pepinillos para eliminar mis arrugas <br/> <br/>  <br/> <br/> resultado ahora mi cara esta irritada, irreconocible , estoy muy deprimida y triste u.u esto es terrible tengo machas moradas al rededor de mis parpados ayudenme que hago, ademas tengo unas decoloraciones verdes en mi nariz y esta bien irritada sangrando :( ","Beauty &amp; Style, Tattoos, Skin &amp; Body","PERMANENTER","0","5","ESP"
"20151214213932AA3Ev7M","¿Cuanto cuesta el sushi?","Quisiera saber cuanto cuesta el sushi en shirushi o sushi itto, como cuanto me gastaria entre 2 personas, es caro? muchas gracias por sus respuestas ","Dining Out, India","PERMANENTER","0","9","ESP"
"20151215145917AAvmC0b","¿Qué cantos en latín conocen?","Hola, me gustaría que compartieran las canciones que conocen que vayan acompañadas de coros en esa lengua así como el requiem, nisi dominus, etc. Gracias, saludos! ","Music, Singing, Entertainment &amp; Music","PERMANENTER","1","7","ESP"
"20151215181317AA8XT6D","Howmuch electric consumption is 6 horsepower electric motor per hour?","<br/> ","Alternative Fuel Vehicles, Environment, Green Living","PERMANENTER","0","5","ENG"
"20151215185128AAlmHOY","¿Pregunta sobre Fuente.?","hola, tengo una mother GIGABYTE GA-990FXA-UD5 R5 una tarjeta de video Nvidia Geforce GTX 980 TI y un procesador 9590 con enfriamiento h60 corsair, ram tengo ddr 3 a 1866 no se que tipo de fuente comprar tanto en W como en marca. ","Computers &amp; Internet, Internet, YouTube","PERMANENTER","0","4","ESP"
"20151215204027AANFbWA","¿Como se lama la cancio k dice guiiiii adechempiooooo?","quiero sabeeeeeeeeer ","Entertainment &amp; Music","PERMANENTER","0","7","ESP"
"20151216125711AAGPSd7","Should I stay in my relationship?","We've been together for 2 years. I'm 19 he's 18. He dropped out of high school before we met and hasn't tried to get his GED or go back even though he always talks like he is going to. He also has not had a job since we've met and won't apply at any. He asked me to apply somewhere for him and got so mad when I said no. I know it's shallow but I don't like being with someone who doesn't have any goals and isn't even working or going to school or trying at all. I'm working full time and just recently enrolled in college. I almost did not enroll because he kept complaining about it and saying he'd break up with me if I did. I usually pay for food and dates (even though we rarely go on dates because he never wants to go out) and I am usually the one picking him up from across town so he can come over. And he almost never offers gas money, and when he does he ""forgets"" about it. When he and I first met he always talked about pretty girls and it made me uncomfortable. When we started dating I was insecure about other girls because of that. He had always liked very short, skinny girls and I'm a tall, more curvy girl. So I don't even know where the attraction comes from. Despite knowing how insecure I am about other girls he continues to make jokes and point out girls and say they're hot etc. then when I get mad he acts like I'm overreacting even though he's told me time and time Again he would stop doing that. I've tried to end things a few times when he gets me so upset. ","Pregnancy &amp; Parenting","PERMANENTER","0","8","ENG"
"20151217122658AAigmsg","Ive been looking into getting a loan of about 10,000 dollars so I can move out of my mothers house. Though I have bad credit and no job.?","Does anyone know how I can go about this? Circumstances make it not possible for me to get a job where I am though where I want to go ill have a job and can pay it off. Any help would be greatful. Thank you. ","Business &amp; Finance, Insurance","PERMANENTER","0","10","ENG"
"20151217160437AAMofZm","Will this affect credit score?","Example: <br/> <br/> Carlos moved into his own apartment about a year ago. The gas and electric bills are usually due on the 25th of the month. Carlos FAITHFULLY pays those bills on the 2nd of the next month when he gets paid. ","Business &amp; Finance, Insurance","PERMANENTER","0","4","ENG"
